"gene_id","Individual_1","Individual_2","Individual_3","Individual_4","Individual_5","Individual_6","Individual_7","Individual_8","Individual_9","Individual_10","Individual_11","Individual_12","Individual_13","Individual_14","Individual_15","Individual_16","Individual_17","Individual_18","Individual_19","Individual_20","Individual_21","Individual_22","Individual_23","Individual_24","Individual_25","Individual_26","Individual_27","Individual_28","Individual_29","Individual_30","Individual_31","Individual_32","Individual_33","Individual_34","Individual_35","Individual_36","Individual_37","Individual_38","Individual_39","Individual_40","Individual_41","Individual_42","Individual_43","Individual_44","Individual_45","Individual_46","Individual_47","Individual_48","Individual_49","Individual_50","Individual_51","Individual_52","Individual_53","Individual_54","Individual_55","Individual_56","Individual_57","Individual_58","Individual_59","Individual_60","Individual_61","Individual_62","Individual_63","Individual_64","Individual_65","Individual_66","Individual_67","Individual_68","Individual_69","Individual_70","Individual_71","Individual_72","Individual_73","Individual_74","Individual_75","Individual_76","Individual_77","Individual_78","Individual_79","Individual_80","Individual_81","Individual_82","Individual_83","Individual_84","Individual_85","Individual_86","Individual_87","Individual_88","Individual_89","Individual_90","Individual_91","Individual_92","Individual_93","Individual_94","Individual_95","Individual_96","Individual_97","Individual_98","Individual_99","Individual_100"
"ENSG00000002726",0.0162118370868499,-0.194002634887213,-0.602195394445288,0.271711902647102,0.883283912765791,0.175988260164161,0.0121433010031166,-0.13339650402482,-0.0753375681412341,0.206516641223025,-1.03863536822787,0.485100404384446,0.429878465625435,-0.178739461127222,-0.188647407765862,0.0673865114914423,0.101029703740203,-0.172802126393745,0.582894811356471,-0.242787140154213,0.0979400845494018,0.96807327118912,0.322417921091684,-0.354917193941878,-0.383225611291062,0.271477099697524,-0.0284954435067322,0.416586006413109,-0.063263687727678,-0.0620154764302226,0.407930381781737,0.31627533880367,0.302100337819511,-0.00925147400963663,0.619279482549281,-0.698601171840513,0.196253580789748,-0.224750356511504,0.194524875089514,-0.0710469286795321,-0.128147175308682,-0.545458575560918,-0.193402832875634,-0.201554290357946,0.401226541789565,0.301781489914729,0.344501723245823,0.310459691752517,-0.0716807829637153,-0.129562011103821,0.0907954904419259,-0.20441140641401,-0.0576788317082374,-0.815790682550198,0.00543100566071319,-0.457696272941818,-0.453252480244606,0.131323032547983,-0.25813637353391,0.117470159337452,-0.524414185713292,0.306090073647594,0.0373918900188538,-0.0897085630059886,0.00416806099548514,-0.456221732703032,0.0726424938770386,0.695076536785807,-0.072724815275618,-0.28228127179646,0.692876190433855,0.175890157921766,-0.26528720198676,-0.342491801800517,0.18324609063871,0.0527677107099554,-0.0414402237309003,-0.126172432353321,0.0741560795553289,-0.0669230475548674,-0.21819999737444,-0.431136683035933,-0.144815872203259,-0.357547177065519,0.103472777903015,-0.189430491649779,-0.195131524023652,-0.370563306854504,0.695022888567207,-0.397924003352554,-0.0241417643543547,-0.0171620338604424,0.380384075631163,0.187870806931219,-0.422142571521265,-0.100484071741515,0.141275082695864,-0.136176376500878,0.199964167372672,-0.133423089760862
"ENSG00000004468",-0.0695785851675002,-0.0519311724184403,0.03911313052343,0.053214279336943,0.0711424051849935,0.133539137839172,0.188467351707077,0.0269829795728929,-0.167444217842684,-0.00252839954307259,0.076921924153411,-0.211764824452668,-0.0219338717652065,0.136423366663696,-0.0314776981751107,0.161849724781359,-0.046680957617229,-0.064592207959513,-0.0359038177533609,0.0511772651142116,0.138205766519973,0.0748359861391807,-0.0769580464982771,0.0747107014865981,-0.150976692570536,0.128037393525297,0.0701491915248224,-0.279553208086963,0.0710324413535792,-0.0866770147197828,-0.18166885795079,-0.033792360845599,-0.0650335008437889,0.0341041899180457,-0.0788419205230638,-0.151699624895607,0.161007236051894,-0.0142758003962071,0.0969725148368137,-0.00610704437103207,0.0331256473665546,-0.0472212153946064,-0.059366388943265,0.157074024544256,0.0522450106025278,-0.0273041587682938,-0.0761733813845434,0.0888668250813528,0.122209469797473,0.00956213323458633,0.0730172614156522,-0.0319328853470322,0.0159700853778374,0.0687720459115665,0.102610984669484,0.137538089796412,-0.00369035288596825,0.00415154973004166,0.19038137315079,0.0837036446048089,0.0267277191991572,0.155659863262099,-0.0183190764407723,-0.103629039612013,-0.00389183689083554,0.0013337855592218,-0.054259673754142,0.0781020679940364,0.0665201923185055,-0.0515304007893567,-0.102769937600444,-0.0299157745528402,-0.0390420544586976,0.0713978497915498,0.00797078166930922,-0.0298857851928791,-0.0757491796938634,-0.125327296527297,0.0303512714432542,0.00047368265296611,-0.195186767107231,0.0417936717203989,-0.0966736820836748,0.0544892701492943,-0.144372455128842,0.107043012497365,0.122657793255842,-0.0297261489306647,0.00901859661135798,-0.0405529815048298,-0.105584388060585,-0.0881502881159587,0.0608004742047566,0.0458848660264551,0.0954031694732014,-0.0607293337365431,0.0127528770589032,-0.0301623388673751,0.000736574943679938,-0.114149630268322
"ENSG00000005421",-0.112917749205376,-0.103830117751305,0.257345667452066,0.113029534006188,0.20648706687322,-0.0784480337769459,0.130582421104491,-0.113988691211474,0.0305268021749478,0.0239984524631851,0.0493473895321716,-0.0973168525492817,0.21542796131252,-0.165658152145096,-0.0116227079004355,0.0189482717181581,-0.0324092479679238,-0.0488441230766599,-0.0557053635024177,-0.0557189015476446,-0.105143277922523,-0.00263956571998981,-0.0726066801976196,-0.050975658297446,-0.0504287127621746,-0.0988400310276523,-0.0767202623671504,0.0570702662805904,-0.00500335593417758,0.0668428800083151,-0.12215389048148,0.0815191676542659,-0.0165415486628368,0.0963810512719376,0.0361788852356741,-0.11799862199966,-0.0532582462972554,-0.00888692385933407,0.0152804193718752,0.0714541356742542,0.0232731428492815,0.0196431427048975,0.0209343630743684,0.0483633646364276,-0.127055791110546,-0.0728029721943371,0.0988120239321795,-0.0258818479057152,0.0603400704246931,-0.0921803230579809,0.0871523463117747,0.0477527702224276,0.0240155606906586,0.00475675665429317,0.05088607658848,0.0679638122930581,-0.00247781911852318,-0.151525236712187,-0.121039858336028,0.0652688089451493,-0.0030259261034764,0.17950116374566,-0.0596773802556735,-0.106112786145641,0.116697547039654,-0.03583908823015,-0.0923971719777135,0.0991477225254366,-0.0711528776585611,-0.00657118463464661,0.0693279836485412,-0.0416352491030299,-0.0243042217156381,-0.0729871596035006,0.0569809889811898,-0.0489749572019337,-0.0857200775306811,0.20893653567682,0.000109728540478745,0.059105856006924,0.028749347975208,0.146979180895268,0.0782469987183159,-0.171853936480741,0.18830876722275,0.0497699374376117,-0.108388466785587,0.0620170027563241,0.0286790962391383,0.0805387498219699,0.0249685061010298,-0.0393592028417739,0.159681972740674,-0.096904152643564,0.00414815184501535,-0.0143044290906629,0.0892631307381106,-0.101422843194775,0.029581460574607,-0.0486916849243312
"ENSG00000005810",-0.0324321860137519,0.133812078758411,-0.0444186208734959,-0.138079431182764,0.0592186632084001,-0.00238558437158599,-0.0669557665065003,-0.0697569669080616,-0.0250934496120205,-0.034394576974894,-0.0678009401933402,0.102575040647103,0.101446477920329,-0.0504087767221667,-0.00338119435813535,-0.0668029090508272,-0.0204504113107297,0.163379969308116,-0.0546565891338614,0.0283811539065221,-0.0790058467147728,0.0815474326767462,-0.0560870543538001,-0.0529715334807588,0.0583173960168603,-0.135810091850989,0.0830338971374647,0.0157878862999844,0.117335715227218,0.0365612731370771,-0.121987237413969,-0.103970518199286,-0.193979474245115,-0.0749884648824928,0.0505344558339258,0.112240643541192,0.0490886586613298,-0.151283406262806,0.0640616969676236,0.182076642791221,0.0445985483407413,0.0628121945007047,0.0958928106672541,-0.120521319955217,-0.0519058624935275,-0.101991694799805,0.0366621927105563,0.0050578438102483,0.0622524869215394,0.104919757650436,0.093521813748728,0.0175938199448444,-0.0066603999861315,-0.0467714660635069,-0.00120754938292841,0.038540552101299,0.0853964797431115,0.0336108058243454,0.0782690368521422,-0.0621850006578104,-0.0469045512392532,0.0505975982221649,0.192638709367795,0.0842270350282282,0.0303658735262856,0.0308738071021364,0.0348022970181168,0.121281953218066,-0.125841463342753,-0.00278325519943511,-0.180805298975056,-0.0821627344280086,-0.11987136781863,0.108213870206892,-0.0283752391860852,0.151595132518301,0.0762139589780586,0.0575219722453329,0.079597897785748,0.0260989009986689,0.0600359925880459,-0.0607918130611684,-0.0273392868813223,-0.0623596219147228,-0.061912289724692,-0.0317437493030609,0.0250108496145768,-0.0633849539317228,0.0949268747572323,0.143417527319443,0.0441963681180301,0.000221383472813624,0.0416765918006199,-0.0328395964474634,0.0109773974147372,0.0582716522062871,0.030200064315123,0.0316549845547112,0.0702072122716224,0.0413655226401387
"ENSG00000005882",-0.0668875866958722,0.0474060465885285,-0.0691484967817384,0.0461635460447657,-0.0879086590362778,-0.063497433519379,-0.0385662594522494,0.0734653854833753,-0.00369338699862493,0.0137806622315534,-0.048534186957342,-0.0368502889921747,-0.113223427537445,-0.000664172483473967,0.0233777617685133,-0.0634759591334276,-0.0247426283650662,-0.00964432088211553,-0.0713354738504346,0.0061506686839617,0.0219038116805148,-0.0322645592270324,-0.0784682664496542,0.132406759045026,0.0565668710769344,-0.0283611137933704,-0.0289386115490538,0.0485073106114321,-0.0190075815357179,0.0215956972313103,0.0842141388576387,0.106958588719342,-0.0909223189148,-0.0410800070057401,0.104810583356727,-0.109848945362172,0.0547217738126304,-0.0596961027553986,-0.0449064415792174,0.0421888385666159,0.0917675176949912,0.101945739311981,0.0737414353028076,0.128537488752818,0.119517574033384,0.0143636629443381,0.0129332443589213,-0.0853429987864582,-0.0643426099239102,-0.00219453042677902,0.109287893344069,0.0597120368416272,0.0502268282982406,0.0055735339140227,-0.0463654342975128,-0.102988435870952,0.0123536954311989,-0.0713544905797566,0.0230547861383322,-0.0369249798584146,0.0342541705999185,0.0275165037298716,-0.0648670288442751,-0.0273570787293418,0.0721887076378581,-0.00873405626798106,-0.0514635916750972,0.0485850615324712,-0.0765124255460804,0.105450320177852,0.0181280031665799,0.0854694367500154,0.102059914146601,-0.0825729759225647,-0.0622463046424077,-0.064331616850779,0.0456442444004828,0.0234592355078112,-0.00262473658350043,-0.0265645447500544,0.0469989759052602,-0.0496676838238522,0.0108873135751814,-0.00914295218404732,-0.0427524051479018,-0.0606865570569312,0.142635901576095,0.0526725053674677,0.0383219161174272,0.112967030281459,-0.00140800865596,-0.00486124171697726,0.0628291884621944,-0.00574836617502917,-0.0600386018373025,-0.00917997969194237,-0.0259095706303142,-0.0184148184771318,0.0677088085312062,-0.0557576638296055
"ENSG00000006007",0.0821656027951517,-0.0651113087756835,0.00987679389506052,-0.0319203847719457,-0.0445309858240129,0.0126008041550537,0.0410263481703466,-0.0345265615330924,0.0177920230126393,-0.0214090387548509,0.0654493629340415,0.0687798015181906,0.0273022756491961,-0.0256177416777659,-0.0401457413048677,-0.0162223023696104,-0.0317902787283821,0.00373145664857487,-0.0138752954854305,0.0230418271854305,0.0213685003281115,-0.0149951634715676,0.0131446016720674,0.0270443497903587,0.0299801431559474,-0.0110266178989146,0.0167959058905438,0.0402229678075068,-0.0444999169323425,0.0604956708150282,0.0162348329646129,-0.00960078857074166,0.0151923801335674,-0.0124993587960556,0.0144396041185648,-0.0146100205642863,0.0930457087691276,0.0084017481775616,0.0570912217547893,-0.0416672038851718,-0.00613574035593326,0.0373668912055358,0.0175677471919716,-0.0377607701494844,-0.0143004028139112,0.0146303544647259,0.0688820740987457,-0.0265338737213715,0.00837552426326124,0.0513046239408275,0.036717613798467,-0.0730612209960203,-0.0112279828236658,0.0237354826907591,0.0717593562881816,-0.0156487058618562,0.0168950944207988,-0.0393337803320999,-0.0338166157370969,0.00811112436241976,0.0817158124318353,-0.0225759745937322,0.0233553631942188,0.0328619732766266,-0.0231321405648665,0.0128933667928095,-0.0993558475222572,-0.0683300841141197,0.0462628963369875,-0.0354984512462035,0.00828698227479033,0.0113474238287014,0.0398681302333048,-0.0814532152593157,-0.0205247010459183,-0.0278639073767204,-0.00824873312362472,0.0103447565824134,-0.0703206535265592,0.00546743918263906,0.0266668671838791,0.0250461816351628,0.0183986042388328,0.0522579656705448,-0.0522361002984292,-0.0510131725595095,0.0482851741237509,0.00669653330457847,0.0107472564110333,-0.0586546341110137,-0.0430578784751702,0.0561090925978603,0.00343005894041778,0.0477934430782487,0.00303012158170161,0.0176627647522109,-0.0535864082536399,0.0446762747833286,-0.0169379251151998,0.0362693488600283
"ENSG00000006695",0.0931168930162181,0.0365739262340444,0.0147380650521456,-0.248941851507557,0.0263272012593134,-0.193291275976344,-0.251860252131454,0.0405198640186542,0.110720249246074,0.0445935414548548,-0.0817006155734624,0.115216941101566,-0.0198966271874281,-0.0166046579108104,0.0926529082445165,0.10154362412518,0.0632770933036082,-0.0139088462493615,-0.114792291323131,-0.119738779592882,-0.0793438712019077,-0.143805075873378,-0.167290718871156,-0.00572412991157494,-0.0224977469074884,0.0188773043645701,-0.0714428482154441,-0.0945039782094748,0.0147094637793644,-0.0011485016467476,0.0733307961481495,-0.0588480325707961,0.229321854312032,-0.0437880236254959,0.144117755245323,-0.00361808165691091,0.0495228016658553,0.0417895570630922,0.116026864486828,-0.0407086025443101,0.0012107224054996,0.151557617818178,0.0762192407810613,-0.12105879012087,-0.0369927881116785,-0.107847912407478,0.173960682252153,0.0781161957314085,-0.14022102179924,0.0312384606758733,-0.143841549118471,0.12678547161689,-0.202043861621334,0.101810932857319,0.0444164536167,0.0397620137645066,-0.00992204357581234,-0.0532346890802373,0.0178103930542543,-0.105400043206597,-0.0265156212366624,0.121828679936565,0.0931059068597492,0.0620793826556368,0.0431850088851386,-0.165518593694212,0.162070671225269,-0.0639325874539102,-0.203760616041627,0.0607017687320554,-0.0674229164552231,-0.0494653586359715,-5.82231880985771e-05,0.0999734209881631,0.030254558815242,-0.143822412867218,0.117796609675389,0.16078937182424,0.119476441042637,-0.107748235830395,-0.0930363075314988,0.199930736843172,-0.0743056136469653,-0.0111705702640962,0.0379676275743622,0.15085422966106,-0.0255178104698866,0.0503396470672441,-0.107035956383079,-0.0524880919189769,-0.133500785530993,-0.1454865292459,-0.0708068150282712,-0.135816884088928,0.122932621700076,0.0479216592954044,-0.0240419528923969,0.11973744090064,0.077580533647126,0.0947983369856376
"ENSG00000007001",0.0732176773326402,-0.054458949568855,-0.144159244474858,0.179998410173963,0.0347267232687297,-0.043518467031288,-0.362683592048584,0.145741622550154,0.00533356766095275,0.0241896352065983,-0.195681799647581,-0.0902527630941509,-0.102362068585447,-0.218373611338567,0.00458673549213026,0.0914137829610553,-0.00658847404406728,0.0313367661499471,0.068172871118839,0.0616599900340658,0.100092045126169,-0.0146814867413583,0.12672767655629,-0.0668892106496842,-0.133729541112827,0.336579573476911,0.04055957513757,-0.158564507458932,0.00348304688317291,0.0674489555453861,-0.113213414326551,-0.0101145223225275,-0.157854996388891,0.00928213041925766,0.186511521023031,-0.0682188936553369,0.165144445866936,-0.182239204441826,-0.158298405984785,0.106217053014525,-0.15293104923249,-0.0377076191417693,-0.00588100438380552,-0.062717612059057,0.121675513936451,0.124428806406607,0.0694254033522185,0.246183590629328,0.208503736156115,0.114690108287719,0.160454778462417,-0.00215774959792318,0.0225546550278325,0.165840230659901,0.090332377099039,-0.00757484180226204,-0.0172996324466665,0.0765137771000359,0.111133862933809,0.31266592124707,0.201607034697677,-0.118340454182554,-0.073013931047454,-0.0311823800541825,0.0147467734852904,-0.0509796278183858,-0.01988376003539,-0.277219631717334,-0.212382882544905,0.05737531896559,-0.0653027783838285,-0.296086203961449,-0.0306569108588701,-0.275900810471029,-0.194489367772607,0.00296941207626868,0.0463462590085444,0.195244739567714,-0.018158927898461,0.205737648276831,0.277682259057861,0.0376060666451085,0.0521694216136794,-0.205844387931449,-0.124491107987628,0.0326797680901715,-0.102278966347884,0.0418579385947742,-0.118315367746938,0.0621057707990437,-0.135192748682597,-0.0846821609616039,0.0191189550246059,-0.142556772674241,0.0791067473850626,-0.135772514210932,-0.0481719506259808,-0.000333033459659385,-0.164754347768325,0.0770936467460514
"ENSG00000007933",0.0874213850014123,0.104554389662346,-0.0155904577446234,0.0760860990555445,0.0891767385220182,-0.00722955485088186,0.0205151166113856,0.11979000219119,-0.120478349776966,-0.0897846041752531,0.0920466657221497,-0.0396939976969013,-0.0176028945021651,0.0137547134369523,0.19504907969801,-0.0772487304147721,0.0842103064602874,0.00973776431951101,0.061958347057214,0.147129795524721,0.00928411453526614,-0.112651136936119,-0.165352244573313,0.156252405802274,0.0712148102271561,-0.00517662395890459,0.0813941609636165,-0.0705855020030613,0.069037759726691,0.0437965901140802,0.0459638952202069,0.112623015241776,0.111238806593568,0.0769099240363354,0.0499754983959503,0.0533725985086106,-0.0486677595888551,0.0461178118193468,0.0449080802744463,-0.120314062684569,0.0559776954111594,0.0325823477777189,-0.108581254211841,0.0370256959411992,-0.0433537062374867,-0.0521595421337497,0.192662253883073,-0.0812271680321996,-0.0198926932599058,-0.00555748167468042,-0.153202179081468,0.00932316260979269,0.145715298086377,-0.0310970696976737,-0.0118681729504623,-0.0381403720475672,0.0177640226386694,0.121193331588708,0.0478736663224214,0.0658443194491038,0.0767890685753867,-0.0548119777975591,0.0341532475847438,-0.000472960414289627,-0.0186243337563813,0.0141535171756559,0.0653476152643362,0.0773818372174668,0.124534009792196,-0.101460160067099,0.0603578741497723,0.108951123270656,0.025800241091252,-0.0321141015132361,-0.00871242015437215,-0.143040721658153,0.0424172975080021,-0.0154152675534316,-0.0687366207971874,-0.0142057768476499,-0.190338060688345,-0.0975615351345721,0.209122365864703,-0.0268367865386248,0.0291910021266134,-0.00762605426564434,-0.0332523838542221,0.118949809574203,0.00309918377078958,0.102154877902099,-0.109632066180447,0.0498355407015553,0.0394506709056761,0.0592407731977881,-0.066928740607035,0.108326107560982,-0.0166002246146601,0.110982688585939,-0.0604881108325416,-0.109794898947044
"ENSG00000008394",0.0783039680081746,0.178817834064605,0.0798137489935652,-0.0847345191792798,-0.163529646991581,-0.00295760037680373,-0.153216296847187,-0.0170833785426283,-0.154787379133032,0.0165715058591864,-0.129383090565152,0.0321766828523603,-0.0448677497700273,-0.0308849339645603,-0.00375693223998353,-0.123763590863027,0.00413530304792166,-0.023644255679401,-0.0691929511433941,0.0430115102986265,-0.0250820914970094,0.153838196433026,0.0864730859525163,-0.0323728869976704,-0.0418626635653165,-0.0145672797885681,-0.0252735023109983,0.144931746811937,-0.00769945758041906,0.0582167397888478,0.0366637114545717,-0.106955035202825,0.10563332488441,0.0214495616458488,-0.0304284423344129,-0.058047871687369,-0.118752027081294,-0.0549881932516346,-0.0356656382446204,0.0669456165272325,-0.000637455234126802,-0.117538138133515,0.136110094942056,-0.0402410618741078,-0.0592793491710688,-0.0663884545507773,-0.0366016734288308,-0.057152358860715,0.00434741925196805,-0.106490306685481,0.0478313191892927,0.0737312803654509,-0.0471857748165109,-0.137975309624603,0.0684388435183692,-0.0019855941012197,-0.0786114154456366,-0.170045433782428,-0.011343052365435,0.0297969842084582,0.00731300389593132,-0.0691615018004227,-0.036779399333741,-0.00160824174655683,0.217856854830611,-0.129291747370781,0.0821278664123383,-0.0879289147547355,-0.101554252653861,0.00540767947880598,0.055067504913045,-0.0313851461934058,-0.175619739716032,0.158912866328897,0.0129520223931949,0.0531604823984246,0.0532144452699796,-0.11668555519861,-0.144426349118256,-0.102447616477489,-0.0887671442519111,0.0381580996640072,0.114467535306463,0.0284867986415323,-0.0851422247409178,-0.0515711485160641,-0.024462595834576,0.0496485557312943,0.0942410631831837,0.0133191938814943,0.0171647865800498,-0.0702993762072012,0.0299414605506908,-0.143308495626534,-0.124892170226643,-0.0775173368594883,0.0212173701305995,-0.0969935765602144,0.0178985911136286,0.10271927286588
